#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
advance_tactic;Advance Tactic;Tactique d'avancement;Advance Tactic;;Advance Tactic;;;;;;;;;x
bad_advance_tactic;Failed Advance Tactic;Progression ratée;Failed Advance Tactic;;Failed Advance Tactic;;;;;;;;;x
bad_baltic_infantry_tactic;Failed Baltic Infantry Raid Tactic;Raid d'infanterie balte raté;Failed Baltic Infantry Raid Tactic;;Failed Baltic Infantry Raid Tactic;;;;;;;;;x
bad_caballero_raid_tactic;Failed Caballero Raid Tactic;Raid des caballeros raté;Failed Caballero Raid Tactic;;Failed Caballero Raid Tactic;;;;;;;;;x
bad_caucasus_advance_tactic;Failed Caucasus Advance Tactic;Progression caucasienne ratée;Failed Caucasus Advance Tactic;;Failed Caucasus Advance Tactic;;;;;;;;;x
bad_charge_tactic;Failed Charge Tactic;Charge ratée;Failed Charge Tactic;;Failed Charge Tactic;;;;;;;;;x
bad_dutch_pike_formation_tactic;Failed Dutch Pike Formation;Formation de piquiers hollandais ratée;Failed Dutch Pike Formation;;Failed Dutch Pike Formation;;;;;;;;;x
bad_eastern_heavy_cav_charge_tactic;Failed Eastern Heavy Cavalry Charge Tactic;Charge de cavalerie lourde orientale;Failed Eastern Heavy Cavalry Charge Tactic;;Failed Eastern Heavy Cavalry Charge Tactic;;;;;;;;;x
bad_embolon_formation_tactic;Failed Embolon Formation;Formation Embolon ratée;Failed Embolon Formation;;Failed Embolon Formation;;;;;;;;;x
bad_harass_tactic;Failed Harass Tactic;Échec de la tactique de harassement;Failed Harass Tactic;;Failed Harass Tactic;;;;;;;;;x
bad_heavy_cav_charge_tactic;Failed Heavy Cavalry Charge Tactic;Charge de cavalerie lourde ratée;Failed Heavy Cavalry Charge Tactic;;Failed Heavy Cavalry Charge Tactic;;;;;;;;;x
bad_horsearcher_swarm_tactic;Failed Horse Archer Swarm Tactic;Nuée d'archers montés ratée;Failed Horse Archer Swarm Tactic;;Failed Horse Archer Swarm Tactic;;;;;;;;;x
bad_housecarl_advance_tactic;Failed Housecarl Advance Tactic;Progression des huscarls ratée;Failed Housecarl Advance Tactic;;Failed Housecarl Advance Tactic;;;;;;;;;x
bad_hungarian_cav_swarm_tactic;Failed Hungarian Cavalry Swarm Tactic;Cavalerie hongroise en essaim ratée;Failed Hungarian Cavalry Swarm Tactic;;Failed Hungarian Cavalry Swarm Tactic;;;;;;;;;x
bad_irish_raid_tactic;Failed Irish Raid Tactic;Raid irlandais raté;Failed Irish Raid Tactic;;Failed Irish Raid Tactic;;;;;;;;;x
bad_italian_militia_tactic;Failed Italian Miltia Formation;Formation de milice italienne ratée;Failed Italian Miltia Formation;;Failed Italian Miltia Formation;;;;;;;;;x
bad_levantine_advance_tactic;Failed Levantine Advance Tactic;Avancée Levantine ratée;Failed Levantine Advance Tactic;;Failed Levantine Advance Tactic;;;;;;;;;x
bad_light_cavalry_strike_tactic;Failed Light Cavalry Strike Tactic;Frappe de cavalerie légère ratée;Failed Light Cavalry Strike Tactic;;Failed Light Cavalry Strike Tactic;;;;;;;;;x
bad_light_infantry_assault_tactic;Failed Light Infantry Assault Tactic;Assaut d'infanterie légère raté;Failed Light Infantry Assault Tactic;;Failed Light Infantry Assault Tactic;;;;;;;;;x
bad_longbow_volley_tactic;Failed Longbow Volley Tactic;Salve d'archers longs ratée;Failed Longbow Volley Tactic;;Failed Longbow Volley Tactic;;;;;;;;;x
bad_mameluke_charge_tactic;Failed Mameluke Charge Tactic;Charge de Mamelouks ratée;Failed Mameluke Charge Tactic;;Failed Mameluke Charge Tactic;;;;;;;;;x
bad_mass_skirmish_tactic;Failed Mass Skirmish Tactic;Escarmouche de masse ratée;Failed Mass Skirmish Tactic;;Failed Mass Skirmish Tactic;;;;;;;;;x
bad_melee_charge_tactic;Failed Charge Tactic;Charge ratée;Failed Charge Tactic;;Failed Charge Tactic;;;;;;;;;x
bad_missile_onslaught_tactic;Failed Missile Onslaught Tactic;Assaut fulgurant ratée;Failed Missile Onslaught Tactic;;Failed Missile Onslaught Tactic;;;;;;;;;x
bad_pike_square_tactic;Failed Pike Square Formation;Carré de piquiers raté;Failed Pike Square Formation;;Failed Pike Square Formation;;;;;;;;;x
bad_raid_tactic;Failed Raid Tactic;Raid raté;Failed Raid Tactic;;Failed Raid Tactic;;;;;;;;;x
bad_saracen_archer_volley_tactic;Failed Saracen Archer Volley Tactic;Salves d'archers sarrasins ratée;Failed Saracen Archer Volley Tactic;;Failed Saracen Archer Volley Tactic;;;;;;;;;x
bad_schiltron_formation_tactic;Failed Schiltron Formation;Formation Schiltron ratée;Failed Schiltron Formation;;Failed Schiltron Formation;;;;;;;;;x
bad_shieldwall_tactic;Failed Shieldwall Tactic;Mur de bouclier poreux;Failed Shieldwall Tactic;;Failed Shieldwall Tactic;;;;;;;;;x
bad_stand_fast_tactic;Failed Standfast Tactic;Maintien de position raté;Failed Standfast Tactic;;Failed Standfast Tactic;;;;;;;;;x
bad_swarm_tactic;Failed Swarm Tactic;Nuée ratée;Failed Swarm Tactic;;Failed Swarm Tactic;;;;;;;;;x
bad_swift_russian_advance_tactic;Failed Swift Russian Advance Tactic;Progression russe rapide ratée;Failed Swift Russian Advance Tactic;;Failed Swift Russian Advance Tactic;;;;;;;;;x
bad_volley_tactic;Failed Volley Tactic;Échec de la volée;Failed Volley Tactic;;Failed Volley Tactic;;;;;;;;;x
baltic_infantry_tactic;Baltic Infantry Raid Tactic;Raid d'infanterie balte;Baltic Infantry Raid Tactic;;Baltic Infantry Raid Tactic;;;;;;;;;x
caballero_raid_tactic;Caballero Raid Tactic;Raid des caballeros;Caballero Raid Tactic;;Caballero Raid Tactic;;;;;;;;;x
caucasus_advance_tactic;Caucasus Advance Tactic;Progression caucasienne;Caucasus Advance Tactic;;Caucasus Advance Tactic;;;;;;;;;x
charge_tactic;Charge Tactic;Charge;Charge Tactic;;Charge Tactic;;;;;;;;;x
devestating_advance_tactic;Devastating Advance Tactic;Tactique d'avancée dévastatrice;Verheerende Fortschreittaktik;;Devastating Advance Tactic;;;;;;;;;x
devestating_charge_tactic;Devastating Charge Tactic;Tactique de charge dévastatrice;Verheerende Sturmtaktik;;Devastating Charge Tactic;;;;;;;;;x
devestating_harass_tactic;Devastating Harass Tactic;Tactique de harcèlement dévastatrice;Verheerende Belästigungtaktik;;Devastating Harass Tactic;;;;;;;;;x
devestating_raid_tactic;Devastating Raid Tactic;Tactique de raid dévastatrice;Verheerende Überfalltaktik;;Devastating Raid Tactic;;;;;;;;;x
devestating_shieldwall_tactic;Devastating Shieldwall Tactic;Tactique du mur de boucliers dévastatrice;Verheerende Schildwalltaktik;;Devastating Shieldwall Tactic;;;;;;;;;x
devestating_standfast_tactic;Devastating Standfast Tactic;Tactique de résistance dévastatrice;Verheerende Festhaltetaktik;;Devastating Standfast Tactic;;;;;;;;;x
devestating_swarm_tactic;Devastating Swarm Tactic;Tactique de regroupement dévastatrice;Verheerende Schwarmtaktik;;Devastating Swarm Tactic;;;;;;;;;x
devestating_volley_tactic;Devastating Volley Tactic;Tactique de salve dévastatrice;Verheerende Salvetaktik;;Devastating Volley Tactic;;;;;;;;;x
disorderly_advance_tactic;Disorderly Advance Tactic;Tactique d'avancée désordonnée;Unordentliche Fortschreittaktik;;Disorderly Advance Tactic;;;;;;;;;x
disorderly_charge_tactic;Disorderly Charge Tactic;Tactique de Charge désordonnée;Unordentliche Sturmtaktik;;Disorderly Charge Tactic;;;;;;;;;x
disorderly_harass_tactic;Disorderly Harass Tactic;Tactique de harcèlement désordonnée;Unordentliche Belästigungtaktik;;Disorderly Harass Tactic;;;;;;;;;x
disorderly_raid_tactic;Disorderly Raid Tactic;Tactique de raid désordonnée;Unordentliche Überfalltaktik;;Disorderly Raid Tactic;;;;;;;;;x
disorderly_shieldwall_tactic;Disorderly Shieldwall Tactic;Tactique du mur de boucliers désordonnée;Unordentliche Schildwalltaktik;;Disorderly Shieldwall Tactic;;;;;;;;;x
